zip, city
1689,Châtelard-p-Romont
1347,Le Sentier
2400,Le Locle
2058,Le Pâquier NE
1372,Bavois
2314,La Sagne NE
2322,Le Crêt-du-Locle
1611,Le Crêt-p-Semsales
2400,Le Prévoux
1337,Vallorbe
1071,Rivaz
1921,Martigny-Croix
1947,Champsec
2712,Le Fuet
1218,Le Grand-Saconnex
2720,Tramelan
2318,Brot-Plamboz
1609,St-Martin FR
2525,Le Landeron
2023,Gorgier
1345,Le Lieu
1219,Le Lignon
2400,Le Locle
1348,Le Brassus
1947,Versegères
1801,Le Mont-Pèlerin
1052,Mont-sur-Lausanne
1948,Lourtier
1724,Le Mouret
1724,Le Mouret
1273,Le Muids
2340,Le Noirmont
1724,Bonnefontaine
1661,Pâquier-Montbarry
2058,Le Pâquier NE
1991,Salins
1788,Praz (Vully)
1200,Genève
2345,Les Breuleux
2336,Les Bois
2340,Le Noirmont
1948,Lourtier
1342,Le Pont
2534,Orvin
2714,Le Prédame
7746,Le Prese
2400,Le Prévoux
2400,Le Prévoux
2400,Le Locle
1347,Le Sentier
2345,Les Breuleux
1864,Vers-l'Eglise
1934,Le Châble VS
1678,Siviriez
1345,Le Séchey
1347,Le Sentier
1863,Le Sépey
1347,Le Solliat
1923,Le Trétien
1091,Grandvaux
1261,Le Vaud
1773,Léchelles
6556,Leggia
5325,Leibstadt
8041,Zürich
5733,Leimbach AG
8584,Leimbach TG
4935,Leimiswil
3706,Leissigen
6951,Odogno
9525,Lenggenwil
2543,Lengnau BE
5426,Lengnau AG
8574,Lengwil
3775,Lenk im Simmental
1978,Lens
1745,Lentigny
5600,Lenzburg
7077,Valbella
7078,Lenzerheide/Lai
8732,Neuhaus SG
6716,Leontica
3600,Thun
1227,Les Acacias
1227,Les Acacias
1992,Les Agettes
1943,Praz-de-Fort
1220,Les Avanchets
1833,Les Avants
1864,Vers-l'Eglise
2127,Les Bayards
1996,Basse-Nendaz
1346,Les Bioux
2336,Les Bois
1865,Les Diablerets
2416,Les Brenets
2345,Les Breuleux
2058,Le Pâquier NE
2350,Saignelégier
1343,Les Charbonnières
1680,Romont FR
1906,Charrat
1807,Blonay
1356,Les Clées
2314,La Sagne NE
1988,Les Collons
1066,Epalinges
1873,Les Crosets
1080,Les Cullayes
1752,Villars-sur-Glâne
1880,Bex
1865,Les Diablerets
1200,Genève
1697,Les Ecasseys
2748,Les Ecorcheresses
2338,Les Emibois
2363,Les Enfers
2300,La Chaux-de-Fonds
1897,Les Evouettes
2416,Les Brenets
1566,Les Friques
2206,Geneveys-Coffrane
2714,Les Genevez JU
1871,Les Giettes
1871,Les Giettes
1660,Château-d'Oex
1922,Granges (Salvan)
2019,Rochefort
1984,Les Haudères
2208,Les Hauts-Geneveys
1929,Trient
2300,La Chaux-de-Fonds
2052,Fontainemelon
1923,Les Marécottes
1987,Hérémence
1992,Les Mayens-de-Sion
1992,Les Mayens-de-Sion
1808,Monts-de-Corsier
1068,Les Monts-de-Pully
1862,Les Mosses
1660,Les Moulins
1945,Les Moulins VS
1868,Collombey
1619,Les Paccots
2318,Brot-Plamboz
1947,Versegères
1475,Autavaux
1863,Le Sépey
1052,Mont-sur-Lausanne
1820,Montreux
2325,Les Planchettes
1880,Les Plans-sur-Bex
2353,Les Pommerats
2610,Les Pontins
1627,Vaulruz
2316,Ponts-de-Martel
1880,Les Posses-sur-Bex
1981,Vex
2534,Les Prés-d'Orvin
2954,Asuel
1921,Martigny-Croix
1452,Les Rasses
2400,Le Locle
2722,Les Reussilles
2800,Delémont
2360,Le Bémont JU
2108,Couvet
2124,Les Sagnettes
2362,Montfaucon
1669,Sciernes-d'Albeuve
2406,Les Taillères
1607,Les Tavernes
1607,Les Thioleyres
1422,Grandson
2345,Les Breuleux
2714,Le Prédame
1932,Les Valettes
1955,Les Vérines
2126,Les Verrières
2054,Les Vieux-Prés
1862,La Comballaz
1424,Champagne
1669,Lessoc
1660,L'Etivaz
8487,Zell ZH
9428,Walzenhausen
8774,Leuggelbach
5316,Leuggern
3954,Leukerbad
3953,Leuk Stadt
5725,Leutwil
3297,Leuzigen
1942,Levron
1854,Leysin
1912,Leytron
7745,Li Curt
9614,Libingen
9620,Lichtensteig
1945,Liddes
1637,Charmey (Gruyère)
3097,Liebefeld
8506,Lanzenneunforn
8543,Bertschikon
3173,Oberwangen b. Bern
3213,Liebistorf
4303,Kaiseraugst
4436,Liedertswil
1688,Lieffrens
6277,Lieli
8966,Oberwil-Lieli
9464,Lienz
4253,Liesberg
4254,Liesberg Dorf
4410,Liestal
1969,Liez (St-Martin)
2514,Ligerz
1357,Lignerolle
2523,Lignières
6853,Ligornetto
8127,Forch
3317,Limpach
8315,Lindau
3673,Linden
4812,Mühlethal
4812,Mühlethal
6332,Hagendorn
4935,Leimiswil
3067,Boll
9032,Engelburg
6682,Linescio
5225,Bözberg
8783,Linthal
8494,Bauma
8564,Lipperswil
8566,Lippoldswilen
1148,L'Isle
6936,Cademario
6014,Luzern
9573,Littenheid
7058,Litzirüti
3178,Bösingen
3268,Lobsigen
3960,Loc
6600,Locarno
9404,Rorschacherberg
6661,Loco
6678,Lodano
6527,Lodrino
1233,Bernex
6563,Mesocco
4573,Lohn-Ammannsegg
8235,Lohn SH
7433,Lohn GR
8224,Löhningen
3127,Lohnstorf
9308,Lömmenschwil
9506,Lommis
4514,Lommiswil
1027,Lonay
1261,Longirod
6956,Lopagno
1341,Orient
6582,Pianezzo
3000,Bern
6300,Zug
6616,Losone
1782,Lossy
6558,Lostallo
4654,Lostorf
6716,Lottigna
4932,Lotzwil
1948,Lourtier
1682,Lovatens
1756,Lovens
2732,Loveresse
2813,Ederswiler
3979,Grône
7534,Lü
1966,Luc (Ayent)
2807,Lucelle
2807,Lucelle
1522,Lucens
9450,Lüchingen
9450,Lüchingen
8775,Luchsingen
8307,Ottikon b.Kemptth.
7185,Platta
8322,Madetswil
6721,Ludiano
8800,Thalwil
7027,Lüen
8426,Lufingen
6953,Lugaggia
6900,Lugano
2933,Lugnez
1789,Lugnorre
1184,Luins
1254,Jussy
1470,Lully FR
1132,Lully VD
1223,Cologny
7148,Lumbrein
6533,Lumino
7166,Trun
7222,Mittellunden
6078,Lungern
7116,Tersnaus
5242,Lupfig
4419,Lupsingen
6777,Quinto
3215,Lurtigen
2576,Lüscherz
1307,Lussery-Villars
4574,Lüsslingen
1690,Lussy FR
1167,Lussy-sur-Morges
8512,Lustdorf
9062,Lustmühle
4542,Luterbach
4571,Lüterkofen
4584,Lüterswil
6156,Luthern
6156,Luthern Bad
8712,Stäfa
9604,Lütisburg
9601,Lütisburg Station
1095,Lutry
3816,Lütschental
3432,Lützelflüh-Goldb
9426,Lutzenberg
7141,Luven
7242,Luzein
6000,Luzern
3250,Lyss
3421,Lyssach
1987,Hérémence
6475,Bristen
8322,Madetswil
4934,Madiswil
6995,Madonna del Piano
6780,Madrano
2500,Biel/Bienne
8886,Mädris-Vermol
7523,Madulain
6573,Magadino
4312,Magden
9116,Wolfertswil
5506,Mägenwil
6673,Maggia
2532,Magglingen/Macolin
6987,Caslano
6987,Caslano
6983,Magliaso
6959,Maglio di Colla
1727,Magnedens
1963,Vétroz
7442,Clugin
4654,Lostorf
7304,Maienfeld
6763,Mairengo
8357,Guntershausen
4464,Maisprach
7026,Maladers
1294,Genthod
9479,Malans SG
7208,Malans GR
1042,Assens
7074,Malix
2735,Malleray
1000,Lausanne
7516,Maloja
6102,Malters
6713,Malvaglia
1283,Dardagny
2043,Boudevilliers
3152,Mamishaus
8265,Mammern
5318,Mandach
8708,Männedorf
8268,Mannenbach-Salenst
1775,Mannens
3823,Wengen
6928,Manno
3770,Zweisimmen
8492,Wila
1613,Maracon
6196,Marbach LU
9437,Marbach SG
1261,Marchissy
3203,Mühleberg
3186,Düdingen
4115,Mariastein
2074,Marin-Epagnier
1723,Marly
7456,Marmorera
1524,Marnand
6817,Maroggia
6723,Marolta
1633,Marsens
8560,Märstetten
8560,Märstetten
2316,Ponts-de-Martel
8460,Marthalen
1063,Martherenges
1920,Martigny
1921,Martigny-Croix
7560,Martina
3994,Martisberg
9562,Märwil
6718,Olivone
7000,Chur
8933,Maschwanden
1968,Mase
7425,Masein
8723,Maseltrangen
6900,Massagno
1869,Massongex
1692,Massonnens
7303,Mastrils
1217,Meyrin
1438,Mathod
7433,Mathon
1753,Matran
8766,Matt
3773,Matten(St.Stephan)
3800,Matten b. Interl
4934,Madiswil
3000,Bern
4000,Basel
3927,Herbriggen
3322,Mattstetten
8585,Mattwil
4713,Matzendorf
3000,Bern
9548,Matzingen
3036,Detligen
1453,Mauborget
6216,Mauensee
1625,Maules
8124,Maur
3935,Bürchen
1148,Mauraz
8576,Mauren TG
3205,Gümmenen
1948,Lourtier
1899,Torgon
1911,Mayens-de-Chamoson
1965,Mayens-de-la-Zour
1973,Nax
1918,La Tzoumaz
3961,Vissoie
1926,Fully
6809,Medeglia
7184,Curaglia
7436,Medels
1936,Verbier
8620,Wetzikon ZH
6597,Agarone
6045,Meggen
6260,Mehlsecken
6485,Meien
5643,Meienberg
3294,Meienried
7134,Obersaxen Meierhof
6344,Meierskappel
3657,Schwanden Sigrisw
3045,Meikirch
8706,Meilen
1252,Meinier
2554,Meinisberg
4912,Aarwangen
3860,Meiringen
8543,Bertschikon
5616,Meisterschwanden
9050,Appenzell Meister.
9050,Appenzell Meister.
6818,Melano
3073,Gümligen
4917,Melchnau
6068,Melchsee-Frutt
6067,Melchtal
6584,Carena
6815,Melide
6584,Carena
5465,Mellikon
5507,Mellingen
5463,Wislikofen
8887,Mels
4233,Meltingen
6850,Mendrisio
3144,Gasel
1533,Ménières
6125,Menzberg
8546,Menzengrüt
5737,Menziken
6313,Menzingen
6122,Menznau
6692,Menzonio
5634,Merenschwand
6647,Mergoscia
6866,Meride
8232,Merishausen
3658,Merligen
1251,Gy
6402,Merlischachen
2827,Mervelier
3274,Merzligen
8308,Illnau
8308,Illnau
6563,Mesocco
3254,Messen
2608,Mtgne-Courtelary
2534,Orvin
2500,Biel/Bienne
5274,Mettau
2806,Mettembert
9200,Gossau SG
8553,Mettendorf TG
6204,Sempach
3665,Wattenwil
6034,Inwil
9517,Mettlen
8155,Niederhasli
6288,Schongau
8932,Mettmenstetten
8252,Schlatt TG
4116,Metzerlen
2126,Les Verrières
1031,Mex VD
1890,Mex VS
3280,Meyriez
1217,Meyrin
1217,Meyrin
1008,Jouxtens-Mézery
1407,Mézery-Donneloye
1684,Mézières FR
1083,Mézières VD
9542,Münchwilen TG
6828,Balerna
6828,Balerna
7249,Serneus
6805,Mezzovico
1749,Middes
2946,Miécourt
3972,Miège
1295,Mies
1904,Vernayaz
2314,La Sagne NE
1896,Miex
6986,Miglieglia
3157,Milken
6648,Minusio
7743,Miralago
7743,Miralago
7135,Obersaxen Giraniga
3532,Mirchel
7133,Obersaxen Affeier
2946,Miécourt
2947,Charmoille
1991,Misériez (Salins)
1721,Misery
3961,Mission
1565,Missy
3717,Blausee-Mitholz
8756,Mitlödi
3147,Mittelhäusern
7222,Mittellunden
9033,Untereggen
9122,Mogelsberg
6677,Moghegno
6695,Peccia
4313,Möhlin
9411,Reute AR
1225,Chêne-Bourg
1148,Moiry VD
6760,Molare
6524,Moleno
1663,Moléson-s-Gruyères
1950,Sion
6517,Arbedo
6500,Bellinzona
6995,Molinazzo
7056,Molinis
1148,Mont-la-Ville
1146,Mollens VD
3974,Mollens VS
1073,Mollie-Margot
8753,Mollis
1415,Molondin
8885,Mols
7186,Segnas
7458,Mon
7250,Klosters
8617,Mönchaltorf
8802,Kilchberg ZH
1936,Verbier
6659,Moneto
2715,Monible
1241,Puplinge
1241,Puplinge
1125,Monnaz
1254,Jussy
2000,Neuchâtel
7278,Davos Monstein
2608,Mtgne-Courtelary
2740,Moutier
2536,Plagne
2615,Montagne-Sonvilier
1934,Le Châble VS
6926,Montagnola
1912,Montagnon (Leytron
1776,Montagny-la-Ville
1774,Montagny-les-Monts
1442,Montagny-Yverdon
2027,Montalchez
3963,Montana
3963,Montana
3963,Montana
1041,Montaubion-Chardon
2857,Montavon
1000,Lausanne 27
1489,Murist
1669,Montbovon
1475,Montbrelloz
1354,Montcherand
2610,Mont-Crosin
2116,Mont-de-Buttes
6875,Monte
6605,Monte Brè Locarno
6513,Monte Carasso
6802,Rivera
6655,Verdasio
6825,Capolago
6549,Laura
6900,Lugano
1724,Bonnefontaine
6998,Termine
1965,Monteiller
2884,Montenol
3212,Gurmels
1588,Cudrefin
1483,Montet (Broye)
1674,Montet (Glâne)
1724,Montévraz
2037,Montezillon
2362,Montfaucon
2362,Montfavergier
1242,Satigny
1242,Satigny
5237,Mönthal
1174,Montherod
1053,Cugy VD
1870,Monthey
6600,Locarno
6950,Tesserete
6576,Gerra (Gambarogno)
6596,Gordola
6500,Bellinzona
6808,Torricella
6533,Lumino
2924,Montignez
1148,Mont-la-Ville
9462,Montlingen
1587,Montmagny
2883,Montmelon
2075,Thielle
2037,Montmollin
2738,Court
1081,Montpreveyres
2206,Geneveys-Coffrane
1820,Montreux
1147,Montricher
2828,Montsevelier
2610,Mont-Soleil
1185,Mont-sur-Rolle
2723,Mont-Tramelan
8580,Amriswil
3256,Dieterswil
3543,Emmenmatt
5054,Moosleerau
3302,Moosseedorf
6834,Morbio Inferiore
6835,Morbio Superiore
1892,Morcles
6922,Morcote
1462,Yvonand
3983,Mörel
1541,Morens FR
6315,Morgarten
1110,Morges
1875,Morgins
2572,Mörigen
5103,Möriken AG
9543,St. Margarethen TG
9543,St. Margarethen TG
7143,Morissen
3043,Uettligen
1674,Morlens
6074,Giswil
1638,Morlon
2922,Courchavon
2712,Le Fuet
2735,Malleray
1054,Morrens VD
6443,Morschach
9402,Mörschwil
7504,Pontresina
3506,Grosshöchstetten
6612,Ascona
6295,Mosen
9607,Mosnang
6611,Mosogno
1675,Mossel
1787,Môtier (Vully)
2112,Môtiers NE
3324,Mötschwil
3961,Ayer
6721,Motto (Blenio)
1510,Moudon
2740,Moutier
2812,Movelier
6979,Brè sopra Lugano
6939,Mugena
6838,Muggio
5037,Muhen
5642,Mühlau
8580,Amriswil
3995,Mühlebach (Goms)
3203,Mühleberg
3116,Mühledorf BE
4583,Mühledorf SO
8874,Mühlehorn
4812,Mühlethal
3127,Mühlethurnen
3464,Schmidigen-Mühlew
9613,Mühlrüti
9427,Wolfhalden
3317,Mülchi
7082,Vaz/Obervaz
7455,Mulegns
3711,Mülenen
3711,Mülenen
4713,Matzendorf
7016,Trin Mulin
3185,Schmitten FR
3185,Schmitten FR
8558,Raperswilen
8555,Müllheim Dorf
8554,Müllheim-Wigoltgn
5243,Mülligen
4912,Aarwangen
4717,Mümliswil
7183,Mumpé Medel
4322,Mumpf
3053,Münchenbuchsee
4142,Münchenstein
1797,Münchenwiler
3303,Münchringen
4333,Münchwilen AG
9542,Münchwilen TG
3903,Mund
3436,Zollbrück
3110,Münsingen
3985,Münster VS
8596,Münsterlingen
3286,Muntelier
3225,Müntschemier
9313,Muolen
6436,Muotathal
1787,Mur (Vully) FR
1787,Mur (Vully) VD
7109,Thalkirch
6600,Muralto
1893,Muraz (Collombey)
3960,Muraz (Sierre)
8877,Murg
4853,Murgenthal
5630,Muri AG
3074,Muri b. Bern
2338,Muriaux
1489,Murist
9548,Matzingen
3825,Mürren
7032,Laax GR 2
3280,Murten
3034,Murzelen
9602,Müselbach
7537,Müstair
6289,Müswangen
1428,Mutrux
8965,Berikon
8964,Rudolfstetten
8967,Widen
5621,Zufikon
7185,Platta
7431,Mutten
4132,Muttenz
6933,Muzzano
8752,Näfels
8606,Nänikon
1786,Sugiez
1804,Corsier-sur-Vevey
6780,Airolo
9123,Nassen
8155,Nassenwil
3904,Naters
1973,Nax
1041,Naz
6244,Nebikon
9126,Necker
9126,Necker
8173,Neerach
8413,Neftenbach
6991,Neggio
1669,Neirivue
1955,Némiaz (Chamoson)
4574,Nennigkofen
4224,Nenzlingen
8484,Neschwil
5524,Nesselnbach
3863,Gadmen
9650,Nesslau
8754,Netstal
9652,Neu St. Johann
6314,Neuägeri
6314,Neuägeri
6314,Neuägeri
4123,Allschwil
8164,Bachs
3000,Bern
3037,Herrenschwanden
8488,Turbenthal
2000,Neuchâtel
9200,Gossau SG
9615,Dietfurt
6025,Neudorf
9000,St. Gallen
4623,Neuendorf
3176,Neuenegg
5432,Neuenhof
6206,Neuenkirch
4142,Münchenstein
3600,Thun
8304,Wallisellen
8304,Wallisellen
8732,Neuhaus SG
8132,Hinteregg
8212,Neuhausen
6345,Neuheim
7107,Safien Platz
9315,Neukirch (Egnach)
9217,Neukirch
4142,Münchenstein
8213,Neunkirch
8252,Schlatt TG
8462,Rheinau
5225,Bözberg
8344,Bäretswil
8566,Neuwilen
1740,Neyruz FR
1515,Neyruz-sur-Moudon
2560,Nidau
2560,Nidau
8803,Rüschlikon
9200,Gossau SG
1714,Heitenried
9630,Wattwil
8772,Nidfurn
1462,Yvonand
8587,Oberaach
4704,Niederbipp
3000,Bern
4626,Niederbuchsiten
9246,Niederbüren
6375,Beckenried
4435,Niederdorf
5015,Erlinsbach SO
3945,Niedergampel
3942,Niedergesteln
8172,Niederglatt ZH
9240,Niederglatt SG
5013,Niedergösgen
8155,Niederhasli
9527,Niederhelfenschwil
8181,Höri
3504,Niederhünigen
5702,Niederlenz
3087,Niedermuhlern
3087,Niedermuhlern
1714,Heitenried
1714,Heitenried
8525,Niederneunforn
3362,Niederönz
3424,Niederösch
6383,Niederrickenbach
3853,Niederried Interl
3283,Niederried b. Kall
5443,Niederrohrdorf
3145,Niederscherli
6288,Schongau
8162,Steinmaur
9249,Niederstetten
3632,Niederstocken
9052,Niederteufen
8867,Niederurnen
9244,Niederuzwil
3989,Niederwald
3172,Niederwangen BE
8166,Niederweningen
3114,Wichtrach
8452,Adlikon
6221,Rickenbach LU
4523,Niederwil SO
9203,Niederwil SG
5524,Niederwil AG
8500,Frauenfeld
1772,Nierlet-les-Bois
1740,Neyruz FR
3711,Mülenen
3960,Niouc
6683,Niva (Vallemaggia)
6746,Nivo
2518,Nods
3976,Noës
3116,Noflen BE
3178,Bösingen
8212,Nohl
2103,Noiraigue
2115,Buttes
1417,Essertines-Yverdon
6915,Pambio-Noranco
1757,Noréaz
1400,Cheseaux-Noréaz
8172,Niederglatt ZH
8610,Uster
9000,St. Gallen
6207,Nottwil
6986,Novaggio
1431,Novalles
6883,Novazzano
1845,Noville
7437,Nufenen
4412,Nuglar
4208,Nunningen
6283,Baldegg
8855,Wangen SZ
8309,Nürensdorf
8843,Oberiberg
8180,Bülach
8537,Nussbaumen TG
5415,Nussbaumen AG
8418,Schlatt
4453,Nusshof
1485,Nuvilly
1260,Nyon
6363,Obbürgen
8587,Oberaach
6315,Oberägeri
6490,Andermatt
6490,Andermatt
9212,Arnegg
6414,Oberarth
3096,Oberbalm
4524,Oberbalmberg
4538,Oberbipp
3780,Gstaad
3000,Bern
5225,Bözberg
4625,Oberbuchsiten
6344,Meierskappel
9245,Oberbüren
3414,Oberburg
3414,Oberburg
9565,Oberbussnang
3088,Oberbütschel
3672,Oberdiessbach
6375,Beckenried
6370,Oberdorf NW
4515,Oberdorf SO
4436,Oberdorf BL
9200,Gossau SG
8105,Watt
8635,Dürnten
9413,Oberegg
8589,Sitterdorf
5420,Ehrendingen
3203,Mühleberg
3618,Süderen
8425,Oberembrach
3948,Oberems
8102,Oberengstringen
5036,Oberentfelden
9434,Au SG
5108,Oberflachs
5073,Gipf-Oberfrick
3551,Oberfrittenbach
4564,Obergerlafingen
3988,Obergesteln
8154,Oberglatt ZH
9230,Flawil
3434,Obergoldbach
4653,Obergösgen
8216,Oberhallau
8156,Oberhasli
9621,Oberhelfenschwil
8335,Hittnau
5062,Oberhof
8488,Turbenthal
5273,Oberhofen AG
9542,Münchwilen TG
3653,Oberhofen Thun'see
8574,Oberhofen TG
3533,Bowil
8636,Wald ZH
8181,Höri
8508,Homburg
3504,Oberhünigen
8843,Oberiberg
6208,Oberkirch LU
4234,Zullwil
4234,Zullwil
5727,Oberkulm
3616,Schwarzenegg
8134,Adliswil
3038,Kirchlindach
8917,Oberlunkhofen
8912,Obfelden
3550,Langnau i. E.
8706,Meilen
1713,St. Antoni
5037,Muhen
4324,Obermumpf
7431,Obermutten
6012,Obernau
8526,Oberneunforn
8472,Seuzach
3363,Oberönz
3424,Oberösch
4588,Oberramsern
6387,Oberrickenbach
3433,Schwanden i. E.
3854,Oberried Brienz
3145,Niederscherli
8942,Oberrieden
1724,Oberried FR
9463,Oberriet SG
9463,Oberriet SG
9604,Oberrindal
9604,Oberrindal
9604,Oberrindal
5452,Oberrohrdorf
3036,Detligen
5647,Oberrüti
7134,Obersaxen Meierhof
9479,Oberschan
3145,Niederscherli
8418,Schlatt
8523,Hagenbuch ZH
6438,Ibach
6288,Schongau
1716,Oberschrot
5415,Nussbaumen AG
5417,Untersiggenthal
8477,Oberstammheim
4924,Obersteckholz
9323,Steinach
8162,Steinmaur
9249,Oberstetten
3632,Oberstocken
8000,Zürich
5085,Sulz AG
8884,Oberterzen
3531,Oberthal
3144,Gasel
8902,Urdorf
8868,Oberurnen
9242,Oberuzwil
3999,Oberwald
8374,Oberwangen TG
3173,Oberwangen b. Bern
8165,Oberweningen
8620,Wetzikon ZH
3114,Wichtrach
8226,Schleitheim
4104,Oberwil BL
8966,Oberwil-Lieli
8500,Frauenfeld
3298,Oberwil b. Büren
8471,Oberwil (Dägerlen)
8309,Nürensdorf
6317,Oberwil b. Zug
3765,Oberwil i. S.
6062,Wilen (Sarnen)
8404,Winterthur
5079,Zeihen
3052,Zollikofen
3052,Zollikofen
8912,Obfelden
6874,Castel San Pietro
6078,Lungern
8758,Obstalden
3367,Ochlenberg
2889,Ocourt
6951,Odogno
4566,Oekingen
4702,Oensingen
8000,Zürich
8461,Oerlingen
3425,Koppigen
4943,Oeschenbach
5072,Oeschgen
3776,Oeschseite
8618,Oetwil am See
8955,Oetwil a.d. Limmat
3753,Oey
7530,Zernez
4665,Oftringen
1045,Ogens
6955,Oggio
6143,Ohmstal
8472,Seuzach
1580,Oleyres
6922,Morcote
6718,Olivone
1867,Ollon VD
3971,Ollon VS
4305,Olsberg
4305,Olsberg
4600,Olten
3036,Detligen
4494,Oltingen
1213,Onex
1756,Onnens FR
1425,Onnens VD
8584,Opfershofen TG
8236,Opfertshofen SH
8152,Opfikon
1047,Oppens
9565,Oppikon
3629,Oppligen
1350,Orbe
6513,Monte Carasso
1430,Orges
6945,Origlio
6713,Malvaglia
4466,Ormalingen
1965,Ormône (Savièse)
1862,Les Mosses
1865,Les Diablerets
1317,Orny
1610,Oron-la-Ville
1608,Oron-le-Châtel
2552,Orpund
6644,Orselina
1937,Orsières
1694,Orsonnens
3042,Ortschwaben
3042,Ortschwaben
2534,Orvin
1413,Orzens
3476,Oschwand
3476,Oschwand
6763,Osco
6703,Osogna
6703,Osogna
7710,Ospizio Bernina
6781,Villa Bedretto
8475,Ossingen
6814,Lamone
8218,Osterfingen
6130,Willisau
8500,Frauenfeld
3036,Detligen
3072,Ostermundigen
8112,Otelfingen
5504,Othmarsingen
8712,Stäfa
8913,Ottenbach
8492,Wila
6275,Ballwil
1738,Sangernboden
8626,Ottikon
8307,Ottikon b.Kemptth.
3257,Grossaffoltern
8561,Ottoberg
1000,Lausanne
1377,Oulens-Echallens
1522,Oulens-sur-Lucens
2950,Courgenay
1911,Ovronnaz
7028,Pagig
1416,Pailly
6657,Palagnedra
1945,Palasuit (Liddes)
1607,Palézieux
1607,Palézieux-Village
6915,Pambio-Noranco
1142,Pampigny
1867,Panex
7243,Pany
3063,Ittigen
8246,Langwiesen
6900,Paradiso
7185,Platta
7212,Seewis-Pardisla
7076,Parpan
7464,Parsonz
7417,Paspels
3988,Ulrichen
7062,Passugg-Araschgen
2353,Les Pommerats
7433,Farden
1094,Paudex
6582,Pianezzo
1530,Payerne
6912,Pazzallo
6695,Peccia
6513,Monte Carasso
6512,Giubiasco
6832,Pedrinate
7110,Peiden
7112,Duvin
7112,Duvin
1242,Satigny
7029,Peist
1242,Satigny
1445,Vuiteboeuf
1059,Peney-le-Jorat
1783,Pensier
1305,Penthalaz
1303,Penthaz
1375,Penthéréaz
6035,Perlen
6035,Perlen
1258,Perly
2742,Perrefitte
2017,Boudry
1166,Perroy
6744,Personico
2603,Péry
2034,Peseux
1052,Mont-sur-Lausanne
1945,Petit Vichères
2740,Moutier
1213,Petit-Lancy
2316,Petit-Martel
2065,Savagnier
1063,Peyres-Possens
7312,Pfäfers
7310,Bad Ragaz
3184,Wünnewil
8118,Pfaffhausen
8330,Pfäffikon ZH
8808,Pfäffikon SZ
6264,Pfaffnau
6034,Inwil
5735,Pfeffikon LU
4148,Pfeffingen
8422,Pfungen
8505,Pfyn
6563,Mesocco
6959,Piandera Paese
6582,Pianezzo
6557,Cama
6557,Cama
6684,Campo (VM)
6695,Piano di Peccia
6579,Piazzogna
1723,Pierrafortscha
2608,Mtgne-Courtelary
2542,Pieterlen
7443,Pignia
7156,Pigniu
1348,Le Brassus
1348,Le Brassus
6010,Pilatus Kulm
1234,Vessy
1234,Vessy
3961,Vissoie
6614,Brissago
6776,Piotta
6776,Piotta
7111,Pitasch
7323,Wangs
1174,Pizy
6833,Vacallo
1716,Plaffeien
2536,Plagne
1200,Genève
2314,La Sagne NE
1867,Panex
1964,Conthey
3855,Brienz BE
2108,Couvet
1815,Clarens
1228,Plan-les-Ouates
1737,Plasselb
7133,Obersaxen Affeier
7185,Platta
9428,Walzenhausen
7517,Plaun da Lej
2807,Pleigne
3951,Agarn
2953,Pleujouse
8889,Plons
3638,Pohlern
6827,Brusino Arsizio
1041,Poliez-le-Grand
1041,Poliez-Pittet
6742,Pollegio
1976,Erde
1318,Pompaples
1405,Pomy
1699,Pont (Veveyse)
1962,Pont-de-la-Morge
1962,Pont-de-la-Morge
1863,Le Sépey
6652,Tegna
6652,Tegna
6946,Ponte Capriasca
6996,Ponte Cremenaga
6988,Ponte Tresa
2733,Pontenet
1772,Ponthaux
6713,Malvaglia
1649,Pont-la-Ville
6724,Ponto Valentino
7504,Pontresina
2900,Porrentruy
1699,Porsel
2562,Port
1568,Portalban
7423,Portein
8895,Flumserberg Portel
6613,Porto Ronco
1897,Bouveret
6948,Porza
1726,Posat
3775,Lenk im Simmental
7742,Poschiavo
1725,Posieux
7745,Li Curt
7063,Praden
7231,Pragg-Jenaz
1408,Prahins
1987,Hérémence
3979,Grône
1197,Prangins
1528,Praratoud
1724,Le Mouret
1947,Versegères
1937,Orsières
6694,Prato-Sornico
6773,Prato (Leventina)
4133,Pratteln
7415,Pratval
1991,Pravidondaz
1944,La Fouly VS
1618,Châtel-St-Denis
1788,Praz (Vully)
7424,Präz
1943,Praz-de-Fort
1982,Euseigne
7482,Preda
2074,Marin-Epagnier
6963,Pregassona
1292,Chambésy
2515,Prêles
1324,Premier
1976,Erde
6523,Preonzo
2608,Mtgne-Courtelary
1243,Presinge
1253,Vandoeuvres
1253,Vandoeuvres
1028,Préverenges
1410,Prévondavaux
1682,Prévonloup
1746,Prez-vers-Noréaz
1677,Prez-vers-Siviriez
1008,Prilly
6760,Calpiogna
1663,Pringy
7741,S. Carlo GR
1912,Produit (Leytron)
1624,Progens
6515,Gudo
1987,Hérémence
1673,Promasens
7440,Andeer
7606,Promontogno
6526,Prosito
1428,Provence
6723,Prugiasco
6823,Pugerna
1070,Puidoux
1070,Puidoux
1009,Pully
7503,Samedan
1241,Puplinge
6984,Pura
6989,Purasca
7447,Am Bach (Avers)
7228,Pusserein
7224,Putz
8883,Quarten
6572,Quartino
8878,Quinten
6777,Quinto
8498,Gibswil
8175,Windlach
7172,Rabius
3271,Radelfingen
9470,Buchs SG
9470,Buchs SG
8197,Rafz
6026,Rain
